USERID,FEATURES,STATE
14300673,"39,S,M",ESTADO DE MEXICO         
10955099,"41,S,M",ESTADO DE MEXICO         
30641763,"44,U,F",ESTADO DE MEXICO         
12963306,"52,S,F",ESTADO DE MEXICO         
24217281,"42,U,F",ESTADO DE MEXICO         
11431809,"67,V,F",ESTADO DE MEXICO         
14298768,"70,C,F",ESTADO DE MEXICO         
17284176,"65,C,F",ESTADO DE MEXICO         
10544737,"35,S,M",ESTADO DE MEXICO         
5185388,"44,U,M",ESTADO DE MEXICO         
31739318,"41,U,F",ESTADO DE MEXICO         
15767542,"36,S,M",ESTADO DE MEXICO         
8236695,"57,C,M",ESTADO DE MEXICO         
11123750,"66,S,F",ESTADO DE MEXICO         
8024301,"47,V,F",ESTADO DE MEXICO         
20295957,"67,C,F",ESTADO DE MEXICO         
14848756,"37,U,F",ESTADO DE MEXICO         
3780738,"68,C,F",ESTADO DE MEXICO         
24904039,"62,S,F",ESTADO DE MEXICO         
27357682,"27,C,M",ESTADO DE MEXICO         
37999437,"41,S,M",ESTADO DE MEXICO         
39390617,"45,U,M",ESTADO DE MEXICO         
15965418,"37,D,F",ESTADO DE MEXICO         
30332866,"56,U,M",ESTADO DE MEXICO         
24370172,"68,V,F",ESTADO DE MEXICO         
19823652,"53,C,M",ESTADO DE MEXICO         
17644345,"46,C,M",ESTADO DE MEXICO         
26957960,"54,U,F",ESTADO DE MEXICO         
40827303,"28,U,F",ESTADO DE MEXICO         
22950840,"41,U,M",ESTADO DE MEXICO         
39980442,"24,S,M",ESTADO DE MEXICO         
35362167,"53,S,M",ESTADO DE MEXICO         
18762182,"43,S,M",ESTADO DE MEXICO         
28006564,"29,C,F",ESTADO DE MEXICO         
42237316,"75,S,F",ESTADO DE MEXICO         
18672308,"32,U,M",ESTADO DE MEXICO         
25132219,"31,C,F",ESTADO DE MEXICO         
25876165,"68,C,M",ESTADO DE MEXICO         
25658798,"50,U,M",ESTADO DE MEXICO         
24099880,"32,U,F",ESTADO DE MEXICO         
25685843,"30,U,M",ESTADO DE MEXICO         
29174406,"69,V,F",ESTADO DE MEXICO         
32358851,"47,U,F",ESTADO DE MEXICO         
23674794,"34,C,M",ESTADO DE MEXICO         
11149805,"65,U,M",ESTADO DE MEXICO         
16788735,"46,C,M",ESTADO DE MEXICO         
28186170,"59,V,F",ESTADO DE MEXICO         
17120482,"67,C,F",ESTADO DE MEXICO         
18337817,"49,S,F",ESTADO DE MEXICO         
40019858,"36,C,M",ESTADO DE MEXICO         
21574831,"43,S,M",ESTADO DE MEXICO         
24301428,"31,C,F",ESTADO DE MEXICO         
40341090,"50,C,M",ESTADO DE MEXICO         
16962728,"46,C,M",ESTADO DE MEXICO         
23079792,"49,S,M",ESTADO DE MEXICO         
4923222,"67,C,F",ESTADO DE MEXICO         
10602892,"34,S,M",ESTADO DE MEXICO         
21370540,"43,D,M",ESTADO DE MEXICO         
21662901,"53,D,F",ESTADO DE MEXICO         
27633912,"50,U,F",ESTADO DE MEXICO         
32241809,"47,S,F",ESTADO DE MEXICO         
29966956,"35,S,M",ESTADO DE MEXICO         
27449522,"32,U,M",ESTADO DE MEXICO         
22252638,"41,C,M",ESTADO DE MEXICO         
28155234,"52,S,F",ESTADO DE MEXICO         
30316482,"33,U,F",ESTADO DE MEXICO         
17651414,"46,C,M",ESTADO DE MEXICO         
25522192,"48,S,F",ESTADO DE MEXICO         
17292175,"69,V,F",ESTADO DE MEXICO         
19910287,"59,S,M",ESTADO DE MEXICO         
29332970,"30,C,F",ESTADO DE MEXICO         
29211016,"22,S,F",ESTADO DE MEXICO         
23344502,"41,C,M",ESTADO DE MEXICO         
27954890,"52,C,M",ESTADO DE MEXICO         
30390301,"55,D,F",ESTADO DE MEXICO         
32217079,"47,S,F",ESTADO DE MEXICO         
37375746,"29,U,F",ESTADO DE MEXICO         
35221478,"34,S,M",ESTADO DE MEXICO         
32381236,"39,C,M",ESTADO DE MEXICO         
32827721,"49,S,F",ESTADO DE MEXICO         
34781692,"44,S,F",ESTADO DE MEXICO         
39513903,"34,S,M",ESTADO DE MEXICO         
32968199,"48,S,F",ESTADO DE MEXICO         
33710928,"46,S,M",ESTADO DE MEXICO         
38963047,"41,S,M",ESTADO DE MEXICO         
22791411,"46,C,M",ESTADO DE MEXICO         
34558904,"22,S,F",ESTADO DE MEXICO         
29204772,"52,C,M",ESTADO DE MEXICO         
35383447,"41,U,M",ESTADO DE MEXICO         
19945468,"37,S,M",ESTADO DE MEXICO         
15447102,"59,C,M",ESTADO DE MEXICO         
16586303,"41,S,M",ESTADO DE MEXICO         
26301596,"48,V,F",ESTADO DE MEXICO         
21560898,"45,S,F",ESTADO DE MEXICO         
20175490,"56,U,M",ESTADO DE MEXICO         
38121209,"41,C,M",ESTADO DE MEXICO         
14967822,"41,C,M",ESTADO DE MEXICO         
28111699,"66,C,F",ESTADO DE MEXICO         
37229154,"56,C,M",ESTADO DE MEXICO         
27187695,"38,U,M",ESTADO DE MEXICO         
30366634,"37,S,M",ESTADO DE MEXICO         
16789223,"77,C,M",ESTADO DE MEXICO         
16967990,"44,U,M",ESTADO DE MEXICO         
24677974,"66,C,F",ESTADO DE MEXICO         
20858479,"47,S,F",ESTADO DE MEXICO         
28070960,"36,U,F",ESTADO DE MEXICO         
15716494,"49,S,F",ESTADO DE MEXICO         
38077718,"38,V,F",ESTADO DE MEXICO         
36739849,"35,C,M",ESTADO DE MEXICO         
26408687,"34,U,F",ESTADO DE MEXICO         
21320672,"49,S,F",ESTADO DE MEXICO         
35192677,"33,U,F",ESTADO DE MEXICO         
16625136,"65,D,F",ESTADO DE MEXICO         
27100625,"45,S,F",ESTADO DE MEXICO         
32976408,"29,C,F",ESTADO DE MEXICO         
22580219,"49,S,F",ESTADO DE MEXICO         
27131104,"39,S,M",ESTADO DE MEXICO         
20420414,"48,U,F",ESTADO DE MEXICO         
32064586,"37,U,M",ESTADO DE MEXICO         
34684002,"38,U,M",ESTADO DE MEXICO         
21979075,"38,C,M",ESTADO DE MEXICO         
26126235,"38,C,M",ESTADO DE MEXICO         
16392308,"31,U,M",ESTADO DE MEXICO         
26951426,"39,C,M",ESTADO DE MEXICO         
14712143,"58,U,F",ESTADO DE MEXICO         
17289338,"63,U,F",ESTADO DE MEXICO         
33356304,"44,S,F",ESTADO DE MEXICO         
33379734,"58,S,F",ESTADO DE MEXICO         
37388598,"43,U,M",ESTADO DE MEXICO         
24088298,"42,U,F",ESTADO DE MEXICO         
40797193,"28,U,M",ESTADO DE MEXICO         
14535110,"32,C,M",ESTADO DE MEXICO         
40481759,"69,C,M",ESTADO DE MEXICO         
7692578,"35,S,M",ESTADO DE MEXICO         
40017700,"59,C,M",ESTADO DE MEXICO         
18778702,"55,C,M",ESTADO DE MEXICO         
39362457,"42,S,M",ESTADO DE MEXICO         
37415958,"41,S,M",ESTADO DE MEXICO         
35015295,"45,U,F",ESTADO DE MEXICO         
36472161,"54,S,F",ESTADO DE MEXICO         
37006577,"23,S,F",ESTADO DE MEXICO         
32141846,"26,C,F",ESTADO DE MEXICO         
37497764,"53,C,M",ESTADO DE MEXICO         
36985300,"37,C,M",ESTADO DE MEXICO         
37817715,"23,S,M",ESTADO DE MEXICO         
35283008,"30,C,M",ESTADO DE MEXICO         
35322907,"45,S,F",ESTADO DE MEXICO         
30613344,"27,U,M",ESTADO DE MEXICO         
31474416,"56,S,F",ESTADO DE MEXICO         
28312449,"49,V,F",ESTADO DE MEXICO         
34738189,"37,S,M",ESTADO DE MEXICO         
29482912,"41,C,M",ESTADO DE MEXICO         
37345136,"63,C,M",ESTADO DE MEXICO         
30937910,"30,C,F",ESTADO DE MEXICO         
38951003,"51,C,M",ESTADO DE MEXICO         
35323117,"66,S,M",ESTADO DE MEXICO         
31906119,"53,S,M",ESTADO DE MEXICO         
24926707,"31,U,M",ESTADO DE MEXICO         
28436273,"51,S,F",ESTADO DE MEXICO         
29750268,"53,S,F",ESTADO DE MEXICO         
32782988,"24,S,M",ESTADO DE MEXICO         
38722316,"59,C,M",ESTADO DE MEXICO         
32965869,"30,U,F",ESTADO DE MEXICO         
29414851,"54,S,F",ESTADO DE MEXICO         
30847924,"46,C,M",ESTADO DE MEXICO         
34959946,"24,C,F",ESTADO DE MEXICO         
34831152,"38,U,M",ESTADO DE MEXICO         
33796023,"24,U,F",ESTADO DE MEXICO         
33080656,"47,S,M",ESTADO DE MEXICO         
34548325,"45,S,M",ESTADO DE MEXICO         
15444704,"46,C,M",ESTADO DE MEXICO         
22471621,"57,S,F",GUANAJUATO               
23862852,"43,U,F",GUANAJUATO               
27602053,"27,C,F",GUANAJUATO               
41569066,"68,C,F",GUANAJUATO               
11834929,"48,S,M",GUANAJUATO               
19779648,"32,C,M",GUANAJUATO               
23804921,"63,C,F",GUANAJUATO               
23926425,"30,C,F",GUANAJUATO               
21553381,"28,C,F",GUANAJUATO               
3810283,"50,S,F",GUANAJUATO               
20718497,"31,C,F",GUANAJUATO               
7128814,"36,S,M",GUANAJUATO               
8175120,"44,S,M",GUANAJUATO               
31766571,"30,U,F",GUANAJUATO               
19305257,"58,D,F",GUANAJUATO               
27412755,"35,U,F",GUANAJUATO               
17324573,"59,C,M",GUANAJUATO               
39592531,"29,C,F",GUANAJUATO               
4922243,"62,C,M",GUANAJUATO               
27349937,"26,U,F",GUANAJUATO               
16823533,"52,C,M",GUANAJUATO               
25399223,"30,C,F",GUANAJUATO               
5949319,"72,C,F",GUANAJUATO               
7927439,"35,C,M",GUANAJUATO               
27606391,"55,S,F",GUANAJUATO               
13655469,"30,C,F",GUANAJUATO               
35107494,"79,C,F",GUANAJUATO               
21361632,"31,U,F",GUANAJUATO               
21359160,"29,C,F",GUANAJUATO               
7927552,"51,S,M",GUANAJUATO               
35240124,"67,V,F",GUANAJUATO               
4796227,"73,C,F",GUANAJUATO               
17106178,"39,S,M",GUANAJUATO               
8919098,"69,C,F",GUANAJUATO               
10595582,"58,C,M",GUANAJUATO               
8457810,"58,C,M",GUANAJUATO               
12853907,"52,D,F",GUANAJUATO               
25971313,"53,S,F",GUANAJUATO               
13920110,"63,C,F",GUANAJUATO               
17963583,"74,C,M",GUANAJUATO               
33448000,"55,S,M",GUANAJUATO               
25965306,"63,C,M",GUANAJUATO               
23747475,"36,S,M",GUANAJUATO               
17481987,"50,C,M",GUANAJUATO               
26313654,"26,U,M",GUANAJUATO               
21892768,"45,S,F",GUANAJUATO               
39167709,"27,C,M",GUANAJUATO               
16583340,"31,U,F",GUANAJUATO               
36643305,"66,S,F",GUANAJUATO               
17482153,"39,C,M",GUANAJUATO               
16825241,"36,U,F",GUANAJUATO               
14230934,"41,U,M",GUANAJUATO               
5746100,"64,C,F",GUANAJUATO               
22503636,"37,S,M",GUANAJUATO               
29984510,"46,D,F",GUANAJUATO               
30559683,"25,S,M",GUANAJUATO               
18798317,"70,C,F",GUANAJUATO               
24588006,"31,C,F",GUANAJUATO               
25400405,"40,S,M",GUANAJUATO               
33683859,"22,S,M",GUANAJUATO               
26785112,"29,C,M",GUANAJUATO               
24965786,"28,U,F",GUANAJUATO               
29892989,"39,C,M",GUANAJUATO               
22801121,"34,U,F",GUANAJUATO               
18188652,"49,C,M",GUANAJUATO               
20980493,"33,C,M",GUANAJUATO               
24275956,"35,S,M",GUANAJUATO               
13235443,"55,S,F",GUANAJUATO               
28269481,"29,U,M",GUANAJUATO               
20328737,"29,C,M",GUANAJUATO               
7957212,"40,U,F",GUANAJUATO               
19928676,"46,S,F",GUANAJUATO               
37174456,"64,S,M",GUANAJUATO               
25109228,"59,S,M",GUANAJUATO               
27810962,"52,C,M",GUANAJUATO               
14803603,"54,C,M",GUANAJUATO               
26025215,"28,U,F",GUANAJUATO               
26026086,"50,S,F",GUANAJUATO               
25286916,"42,S,M",GUANAJUATO               
35142286,"33,C,M",GUANAJUATO               
29881240,"31,C,F",GUANAJUATO               
26134006,"29,C,M",GUANAJUATO               
35175413,"28,C,M",GUANAJUATO               
30682012,"58,C,M",GUANAJUATO               
35016477,"22,S,F",GUANAJUATO               
41447249,"71,C,M",GUANAJUATO               
36989449,"51,C,M",GUANAJUATO               
32352749,"23,S,F",GUANAJUATO               
17199879,"51,D,F",GUANAJUATO               
23617065,"37,V,F",GUANAJUATO               
33301015,"27,C,F",GUANAJUATO               
18494420,"69,V,F",GUERRERO                 
18106782,"41,C,M",GUERRERO                 
26313343,"31,D,F",GUERRERO                 
18150823,"51,S,F",GUERRERO                 
13803126,"55,S,M",GUERRERO                 
14330599,"46,C,M",GUERRERO                 
31649121,"25,C,F",GUERRERO                 
13002345,"52,C,M",GUERRERO                 
7313888,"64,D,F",GUERRERO                 
13252806,"45,U,F",GUERRERO                 
8467828,"50,S,F",GUERRERO                 
13801453,"51,C,M",GUERRERO                 
28642772,"45,U,F",GUERRERO                 
19804836,"31,C,F",GUERRERO                 
22703502,"28,C,F",GUERRERO                 
23707839,"51,C,M",GUERRERO                 
30488772,"75,C,F",GUERRERO                 
15496605,"28,U,F",GUERRERO                 
8393555,"46,C,M",GUERRERO                 
6957172,"47,U,M",GUERRERO                 
18368047,"50,S,F",GUERRERO                 
19541721,"34,U,F",GUERRERO                 
32795132,"37,U,F",GUERRERO                 
19804938,"41,U,F",GUERRERO                 
18651222,"69,C,F",GUERRERO                 
7700089,"55,S,F",GUERRERO                 
23149497,"46,C,M",GUERRERO                 
39490567,"67,S,M",GUERRERO                 
16620445,"47,D,F",GUERRERO                 
29170602,"66,C,F",GUERRERO                 
22538201,"39,C,M",GUERRERO                 
18933854,"45,S,M",GUERRERO                 
38831090,"47,D,F",GUERRERO                 
7567954,"50,S,F",GUERRERO                 
39514711,"29,C,F",GUERRERO                 
39792353,"37,S,M",GUERRERO                 
38582085,"68,C,F",GUERRERO                 
41995901,"24,S,M",GUERRERO                 
30557597,"57,C,M",GUERRERO                 
30157695,"51,C,M",GUERRERO                 
33616708,"27,C,F",GUERRERO                 
26603947,"46,S,F",GUERRERO                 
21782810,"64,C,F",GUERRERO                 
13004019,"57,S,F",GUERRERO                 
18931970,"29,C,F",GUERRERO                 
31428183,"38,U,F",GUERRERO                 
28638371,"50,S,F",GUERRERO                 
32795458,"37,C,M",GUERRERO                 
37053055,"48,S,F",GUERRERO                 
34599936,"31,C,M",GUERRERO                 
30852572,"60,C,M",GUERRERO                 
25905188,"32,U,F",GUERRERO                 
34556528,"27,C,F",GUERRERO                 
22300449,"41,U,F",HIDALGO                  
16352627,"44,U,F",HIDALGO                  
11613530,"56,C,M",HIDALGO                  
23096074,"33,U,F",HIDALGO                  
24634958,"41,C,M",HIDALGO                  
16005081,"65,C,F",HIDALGO                  
15597549,"85,S,F",HIDALGO                  
24350404,"53,S,F",HIDALGO                  
12041293,"64,C,M",HIDALGO                  
25736326,"34,U,F",HIDALGO                  
15576708,"51,S,F",HIDALGO                  
29246653,"25,S,M",HIDALGO                  
37902251,"23,S,F",HIDALGO                  
20328231,"54,S,F",HIDALGO                  
17809240,"44,V,F",HIDALGO                  
18844897,"42,U,M",HIDALGO                  
13634401,"34,C,M",HIDALGO                  
36483571,"28,U,F",HIDALGO                  
19681050,"34,S,M",HIDALGO                  
16355691,"35,U,F",HIDALGO                  
16183682,"52,U,F",HIDALGO                  
37639890,"60,U,M",HIDALGO                  
22714910,"31,U,F",HIDALGO                  
11185622,"50,U,F",HIDALGO                  
25321535,"44,U,F",HIDALGO                  
38612739,"45,S,F",HIDALGO                  
37195984,"27,C,M",HIDALGO                  
32764885,"36,S,M",HIDALGO                  
30167976,"33,U,F",HIDALGO                  
27650977,"45,S,F",JALISCO                  
21499423,"57,C,M",JALISCO                  
28067275,"49,U,F",JALISCO                  
22362109,"33,U,F",JALISCO                  
1333660,"63,C,F",JALISCO                  
16605066,"37,S,M",JALISCO                  
34864325,"70,C,F",JALISCO                  
4338396,"54,S,M",JALISCO                  
7154461,"36,S,M",JALISCO                  
7775500,"55,S,F",JALISCO                  
4440914,"70,C,F",JALISCO                  
30899133,"26,C,F",JALISCO                  
17459051,"36,C,M",JALISCO                  
8069464,"35,S,M",JALISCO                  
8618048,"63,C,M",JALISCO                  
11876938,"53,V,F",JALISCO                  
7559361,"50,S,F",JALISCO                  
16029930,"75,C,M",JALISCO                  
4932502,"65,S,F",JALISCO                  
13242834,"36,C,M",JALISCO                  
16362872,"31,C,F",JALISCO                  
8296499,"59,D,F",JALISCO                  
35383789,"27,U,F",JALISCO                  
25182469,"32,U,F",JALISCO                  
21987823,"31,U,F",JALISCO                  
1476719,"51,S,F",JALISCO                  
12513208,"61,S,F",JALISCO                  
16024241,"43,U,F",JALISCO                  
12910546,"46,S,F",JALISCO                  
4558859,"70,C,F",JALISCO                  
4599607,"48,S,M",JALISCO                  
28132909,"25,U,F",JALISCO                  
7665742,"69,C,F",JALISCO                  
10656090,"74,D,F",JALISCO                  
13991903,"53,D,M",JALISCO                  
23660832,"52,S,F",JALISCO                  
4579989,"47,S,F",JALISCO                  
1462949,"83,C,F",JALISCO                  
30203199,"39,C,M",JALISCO                  
13979495,"47,S,F",JALISCO                  
30703488,"48,S,M",JALISCO                  
6571329,"64,V,F",JALISCO                  
22972023,"42,U,M",JALISCO                  
28167939,"45,S,F",JALISCO                  
4968848,"74,C,M",JALISCO                  
24229664,"47,S,F",JALISCO                  
28234185,"45,S,M",JALISCO                  
19555996,"44,S,F",JALISCO                  
27531715,"57,S,F",JALISCO                  
36486805,"56,C,M",JALISCO                  
27585788,"30,D,F",JALISCO                  
15217398,"35,S,M",JALISCO                  
28073480,"56,C,M",JALISCO                  
15250488,"52,C,M",JALISCO                  
13700161,"42,S,M",JALISCO                  
32661345,"45,S,F",JALISCO                  
10643667,"37,C,M",JALISCO                  
13222382,"45,S,M",JALISCO                  
31425352,"59,S,M",JALISCO                  
28923516,"46,U,F",JALISCO                  
25372980,"41,S,M",JALISCO                  
23084172,"46,S,F",JALISCO                  
28210784,"56,S,F",JALISCO                  
34930237,"48,S,M",JALISCO                  
33627282,"41,U,F",JALISCO                  
6075489,"50,V,M",JALISCO                  
37240050,"60,C,M",JALISCO                  
35148332,"23,S,M",JALISCO                  
29369180,"45,V,M",JALISCO                  
22891624,"27,C,F",JALISCO                  
17408125,"36,S,M",JALISCO                  
21859134,"52,S,F",JALISCO                  
27811997,"50,C,M",JALISCO                  
27479752,"51,S,F",JALISCO                  
30561807,"30,C,F",JALISCO                  
15300446,"68,C,F",JALISCO                  
29780855,"29,U,F",JALISCO                  
27405851,"29,U,F",JALISCO                  
26883428,"64,C,M",JALISCO                  
37236831,"32,C,M",JALISCO                  
32058319,"55,U,F",JALISCO                  
36894375,"36,U,F",JALISCO                  
39150485,"28,C,F",JALISCO                  
33643993,"56,S,F",JALISCO                  
30688704,"35,S,M",JALISCO                  
37416301,"57,S,F",JALISCO                  
35462046,"61,S,M",JALISCO                  
17591886,"37,C,M",JALISCO                  
17761374,"45,U,M",JALISCO                  
12306914,"69,C,M",JALISCO                  
2449290,"44,S,F",JALISCO                  
27418277,"34,C,M",JALISCO                  
30267701,"32,U,F",JALISCO                  
28002739,"26,U,M",JALISCO                  
32811820,"64,S,F",JALISCO                  
