id_Familia,Departamento,Clase,Familia,Categoria,Subcategoria
2485005,"SALAS, RECAMARAS, COMEDORES",COMPLEMENTOS PARA MQ DE COSER,MOTORES Y CABEZAS DE MQ COSER,Recamara,Maquinas de Coser
2491001,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA INTERIOR,PROTECTOR DE COLCHON ESTANDAR,Recamara,Blancos
2491005,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA INTERIOR,PROTECTOR DE COLCHON IMPERMEAB,Recamara,Blancos
2491010,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA INTERIOR,JUEGO DE SABANAS COLORES BASIC,Recamara,Blancos
2491015,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA INTERIOR,JUEGO DE SABANAS,Recamara,Blancos
2491020,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA INTERIOR,JUEGOS DE SABANAS ESTAMPADAS,Recamara,Blancos
2491021,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA INTERIOR,JUEGO DE SABANAS INFANTIL,Recamara,Blancos
2491025,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA INTERIOR,FUNDAS BASICAS,Recamara,Blancos
2491026,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA INTERIOR,FUNDAS,Recamara,Blancos
2491030,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA INTERIOR,FUNDAS ESTAMPADAS,Recamara,Blancos
2491035,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA INTERIOR,COLCHONETA,Recamara,Blancos
2492001,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA EXTERIOR,COORDINADO DE EDREDON CONTEMPO,Recamara,Blancos
2492005,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA EXTERIOR,COORDINADO DE EDREDON TRADICIO,Recamara,Blancos
2492010,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA EXTERIOR,COORDINADO DE EDREDON JUVENIL,Recamara,Blancos
2492015,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA EXTERIOR,COORDINADO DE EDREDON INFANTIL,Recamara,Blancos
2492020,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA EXTERIOR,EDREDON CONTEMPORANEO,Recamara,Blancos
2492025,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA EXTERIOR,EDREDON TRADICIONAL,Recamara,Blancos
2492030,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA EXTERIOR,EDREDON JUVENIL,Recamara,Blancos
2492035,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA EXTERIOR,EDREDON INFANTIL,Recamara,Blancos
2492040,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA EXTERIOR,CUBRELITERA INFANTIL/JUVENIL,Recamara,Blancos
2492055,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA EXTERIOR,COLCHA,Recamara,Blancos
2493001,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA DE TEMPORADA,FRAZADA INFANTIL,Recamara,Blancos
2493005,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA DE TEMPORADA,COBERTOR INFANTIL,Recamara,Blancos
2493010,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA DE TEMPORADA,FRAZADA BASICA,Recamara,Blancos
2493015,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA DE TEMPORADA,COBERTOR,Recamara,Blancos
2493020,"SALAS, RECAMARAS, COMEDORES",ROPA DE CAMA DE TEMPORADA,EDREDON DE TEMPORADA,Recamara,Blancos
2494001,"SALAS, RECAMARAS, COMEDORES",ROPA DE CUNA,COORDINADO,Recamara,Blancos
2494005,"SALAS, RECAMARAS, COMEDORES",ROPA DE CUNA,ACCESORIOS PARA BEBE,Recamara,Blancos
2495001,"SALAS, RECAMARAS, COMEDORES",ALMOHADAS,STANDARD,Recamara,Blancos
2495002,"SALAS, RECAMARAS, COMEDORES",ALMOHADAS,KING SIZE,Recamara,Blancos
2495003,"SALAS, RECAMARAS, COMEDORES",ALMOHADAS,ESPECIAL,Recamara,Blancos
2495004,"SALAS, RECAMARAS, COMEDORES",ALMOHADAS,INFANTIL,Recamara,Blancos
2496001,"SALAS, RECAMARAS, COMEDORES",CORTINAS,CORTINA,Recamara,Blancos
2496002,"SALAS, RECAMARAS, COMEDORES",CORTINAS,CORTINERO,Recamara,Blancos
2496003,"SALAS, RECAMARAS, COMEDORES",CORTINAS,CUBRESALAS,Recamara,Blancos
2501001,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,ANDADERA,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501002,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,CARRIOLA BASTON,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501003,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,CARRIOLA NORMAL,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501004,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,SISTEMA DE VIAJE,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501008,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,CUNA VIAJERA,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501009,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,VARIOS BEBE,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501011,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,SILLA BOOSTER,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501012,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,SILLA ALTA,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501013,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,AUTO ASIENTO SEGURIDAD,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501014,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,PORTABEBES,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501015,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,BOUNCER,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501018,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,EJERCITADORES,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501020,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,GIMNASIO Y TAPETES,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501025,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,BAÑERAS,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501030,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,COLUMPIO,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501035,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,ACCESORIOS O COMPLEMENTOS,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2501040,BICICLETAS/BEBES/AUTOMOTRIZ,BEBES,EXCLUSIVOS COPPEL.COM,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2503001,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,CARRITO INFANTIL,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503002,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,CORREPASILLOS - FOOT TO FLOOR,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503003,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,CARRITO DE PASEO - BASTON,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503004,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,MONTABLES ELECTRICOS,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503006,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,ELECTRICOS PEQUEÑOS,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503008,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,SCOOTER INFANTIL NIÑA,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503009,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,SCOOTER INFANTIL NIÑO,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503010,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,SCOOTER JUVENIL,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503011,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,TRICICLO INFANTIL NIÑA,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503012,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,TRICICLO INFANTIL NIÑO,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503013,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,TRICICLO ETAPAS,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503014,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,ELECTRICOS PEQUEÑOS COPPEL.COM,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503015,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,PATINES JUVENILES,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503016,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,PATINES INFANTILES,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503017,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,PATINES PREESCOLAR,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503018,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,EDUCATIVOS,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503019,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,COCINAS CASITAS MERCADO,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503020,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,JUGUETES VARIOS,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503022,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,JUEGOS DE PARQUE,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503023,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,BLOQUES DE CONSTRUCCION,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503025,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,JUGUETEROS,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503030,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,VEHICULO R/C  ESCALA,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503031,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,HELICOPTEROS R/C,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503032,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,DRONES R/C,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503045,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,PATINETAS,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503046,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,MINIPATINETAS,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503047,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,WAVEBOARDS,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503050,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,ACTIVIDADES,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503052,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,JUGUETES OUTDOOR,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503055,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,AUTOPISTAS,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503065,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,CASITAS,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2503070,BICICLETAS/BEBES/AUTOMOTRIZ,JUGUETES,EXCLUSIVOS COPPEL.COM,"Juguetes, Bebés y Aparatos de Ejercicio",Juguetes
2506001,BICICLETAS/BEBES/AUTOMOTRIZ,LLANTAS,PASAJERO RIN 13,Transporte y Movilidad,Automotriz
2506002,BICICLETAS/BEBES/AUTOMOTRIZ,LLANTAS,PASAJERO RIN 14,Transporte y Movilidad,Automotriz
2506003,BICICLETAS/BEBES/AUTOMOTRIZ,LLANTAS,PASAJERO RIN 15,Transporte y Movilidad,Automotriz
2506004,BICICLETAS/BEBES/AUTOMOTRIZ,LLANTAS,CAMIONETA RIN 14,Transporte y Movilidad,Automotriz
2506005,BICICLETAS/BEBES/AUTOMOTRIZ,LLANTAS,CAMIONETA RIN 15,Transporte y Movilidad,Automotriz
2506006,BICICLETAS/BEBES/AUTOMOTRIZ,LLANTAS,CAMIONETA RIN 16,Transporte y Movilidad,Automotriz
2506007,BICICLETAS/BEBES/AUTOMOTRIZ,LLANTAS,CAMIONETA RIN 17,Transporte y Movilidad,Automotriz
2506015,BICICLETAS/BEBES/AUTOMOTRIZ,LLANTAS,PASAJERO RIN 16,Transporte y Movilidad,Automotriz
2506017,BICICLETAS/BEBES/AUTOMOTRIZ,LLANTAS,PASAJERO RIN 17,Transporte y Movilidad,Automotriz
2506018,BICICLETAS/BEBES/AUTOMOTRIZ,LLANTAS,PASAJERO RIN 18,Transporte y Movilidad,Automotriz
2506020,BICICLETAS/BEBES/AUTOMOTRIZ,LLANTAS,MICHELIN,Transporte y Movilidad,Automotriz
2506030,BICICLETAS/BEBES/AUTOMOTRIZ,LLANTAS,LLANTAS DE CAMION,Transporte y Movilidad,Automotriz
2506060,BICICLETAS/BEBES/AUTOMOTRIZ,LLANTAS,COPPEL.COM,Transporte y Movilidad,Automotriz
2507001,BICICLETAS/BEBES/AUTOMOTRIZ,ACUMULADORES,AUTOMOVIL CHICO,Transporte y Movilidad,Automotriz
2507002,BICICLETAS/BEBES/AUTOMOTRIZ,ACUMULADORES,AUTOMOVIL MEDIANO,Transporte y Movilidad,Automotriz
2507003,BICICLETAS/BEBES/AUTOMOTRIZ,ACUMULADORES,AUTOMOVIL GDE.PICK UP Y CAMION,Transporte y Movilidad,Automotriz
2507007,BICICLETAS/BEBES/AUTOMOTRIZ,ACUMULADORES,BATERIAS MOTOS,Transporte y Movilidad,Automotriz
2507060,BICICLETAS/BEBES/AUTOMOTRIZ,ACUMULADORES,COPPEL.COM,Transporte y Movilidad,Automotriz
2508010,BICICLETAS/BEBES/AUTOMOTRIZ,ALBERCAS,ALBERCAS,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2508015,BICICLETAS/BEBES/AUTOMOTRIZ,ALBERCAS,ALBERCAS INFANTILES,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2508020,BICICLETAS/BEBES/AUTOMOTRIZ,ALBERCAS,FIGURAS INFLABLES,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2508025,BICICLETAS/BEBES/AUTOMOTRIZ,ALBERCAS,FLOTADORES,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2508030,BICICLETAS/BEBES/AUTOMOTRIZ,ALBERCAS,BALSAS,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2508035,BICICLETAS/BEBES/AUTOMOTRIZ,ALBERCAS,BOMBA,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2508040,BICICLETAS/BEBES/AUTOMOTRIZ,ALBERCAS,VARIOS,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2508045,BICICLETAS/BEBES/AUTOMOTRIZ,ALBERCAS,EXCLUSIVOS COPPEL.COM,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2509005,BICICLETAS/BEBES/AUTOMOTRIZ,CAMPISMO,CARPAS,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2509010,BICICLETAS/BEBES/AUTOMOTRIZ,CAMPISMO,SILLAS,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2509015,BICICLETAS/BEBES/AUTOMOTRIZ,CAMPISMO,TOLDOS,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2509020,BICICLETAS/BEBES/AUTOMOTRIZ,CAMPISMO,BOLSA PARA DORMIR,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2509025,BICICLETAS/BEBES/AUTOMOTRIZ,CAMPISMO,VARIOS CAMPISMO,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2509030,BICICLETAS/BEBES/AUTOMOTRIZ,CAMPISMO,COLCHONES INFLABLES,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2509035,BICICLETAS/BEBES/AUTOMOTRIZ,CAMPISMO,EXCLUSIVOS COPPEL.COM,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2510005,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETAS INFANTIL Y JUVENIL,INFANTIL RIN 12 NIÑO,Transporte y Movilidad,Bicicletas
2510010,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETAS INFANTIL Y JUVENIL,INFANTIL RIN 12 NIÑA,Transporte y Movilidad,Bicicletas
2510015,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETAS INFANTIL Y JUVENIL,INFANTIL RIN 16 NIÑO,Transporte y Movilidad,Bicicletas
2510016,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETAS INFANTIL Y JUVENIL,INFANTIL RIN 16 NIÑA,Transporte y Movilidad,Bicicletas
2510020,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETAS INFANTIL Y JUVENIL,INFANTIL RIN 16 C/SUSP NIÑO,Transporte y Movilidad,Bicicletas
2510025,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETAS INFANTIL Y JUVENIL,JUVENIL RIN 20 NIÑO,Transporte y Movilidad,Bicicletas
2510026,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETAS INFANTIL Y JUVENIL,JUVENIL RIN 20 NIÑA,Transporte y Movilidad,Bicicletas
2510030,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETAS INFANTIL Y JUVENIL,JUVENIL RIN 20 C/SUSP NIÑO,Transporte y Movilidad,Bicicletas
2510035,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETAS INFANTIL Y JUVENIL,JUVENIL RIN 20 FREESTYLE,Transporte y Movilidad,Bicicletas
2510060,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETAS INFANTIL Y JUVENIL,COPPEL.COM,Transporte y Movilidad,Bicicletas
2511001,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS BICICLETAS,LUCES,Transporte y Movilidad,Bicicletas
2511005,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS BICICLETAS,CASCO ADULTO,Transporte y Movilidad,Bicicletas
2511010,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS BICICLETAS,CASCO INFANTIL,Transporte y Movilidad,Bicicletas
2511012,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS BICICLETAS,GUANTES,Transporte y Movilidad,Bicicletas
2511015,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS BICICLETAS,BOMBA DE AIRE,Transporte y Movilidad,Bicicletas
2511020,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS BICICLETAS,MOCHILA HIDRATACION,Transporte y Movilidad,Bicicletas
2511025,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS BICICLETAS,CANDADO,Transporte y Movilidad,Bicicletas
2511030,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS BICICLETAS,RACK,Transporte y Movilidad,Bicicletas
2511035,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS BICICLETAS,ANFORA,Transporte y Movilidad,Bicicletas
2511060,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS BICICLETAS,COPPEL.COM,Transporte y Movilidad,Bicicletas
2512001,BICICLETAS/BEBES/AUTOMOTRIZ,SALUD Y BIENESTAR,APARATOS MEDICOS,"Juguetes, Bebés y Aparatos de Ejercicio",Salud y Bienestar
2512020,BICICLETAS/BEBES/AUTOMOTRIZ,SALUD Y BIENESTAR,EXCLUSIVOS COPPEL.COM,"Juguetes, Bebés y Aparatos de Ejercicio",Salud y Bienestar
2515005,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETA ADULTO,RIN 24,Transporte y Movilidad,Bicicletas
2515006,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETA ADULTO,RIN 24 DAMAS,Transporte y Movilidad,Bicicletas
2515010,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETA ADULTO,RIN 26,Transporte y Movilidad,Bicicletas
2515011,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETA ADULTO,RIN 26 DAMAS,Transporte y Movilidad,Bicicletas
2515015,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETA ADULTO,RIN 26 SUSPENSION DELANTERA,Transporte y Movilidad,Bicicletas
2515020,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETA ADULTO,RIN 26 CON DOBLE SUSPENSION,Transporte y Movilidad,Bicicletas
2515025,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETA ADULTO,RIN 26 ALUMINIO,Transporte y Movilidad,Bicicletas
2515035,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETA ADULTO,RIN 29,Transporte y Movilidad,Bicicletas
2515060,BICICLETAS/BEBES/AUTOMOTRIZ,BICICLETA ADULTO,COPPEL.COM,Transporte y Movilidad,Bicicletas
2517010,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS DEPORTIVOS,BATES,"Juguetes, Bebés y Aparatos de Ejercicio",Aparatos de Ejercicio
2518005,BICICLETAS/BEBES/AUTOMOTRIZ,TRICARGA,TRICARGA,Transporte y Movilidad,Bicicletas
2518060,BICICLETAS/BEBES/AUTOMOTRIZ,TRICARGA,COPPEL.COM TRICARGA,Transporte y Movilidad,Bicicletas
2519005,BICICLETAS/BEBES/AUTOMOTRIZ,FITNESS,APARATOS DE EJERCICIO,"Juguetes, Bebés y Aparatos de Ejercicio",Aparatos de Ejercicio
2519010,BICICLETAS/BEBES/AUTOMOTRIZ,FITNESS,EXCLUSIVOS COPPEL.COM,"Juguetes, Bebés y Aparatos de Ejercicio",Aparatos de Ejercicio
2520004,BICICLETAS/BEBES/AUTOMOTRIZ,VARIOS AUTOMOTRIZ,TAPETE Y CUBREVOLANTES,Transporte y Movilidad,Automotriz
2520006,BICICLETAS/BEBES/AUTOMOTRIZ,VARIOS AUTOMOTRIZ,CUBREASIENTOS,Transporte y Movilidad,Automotriz
2520010,BICICLETAS/BEBES/AUTOMOTRIZ,VARIOS AUTOMOTRIZ,TAPONES/COPAS,Transporte y Movilidad,Automotriz
2520015,BICICLETAS/BEBES/AUTOMOTRIZ,VARIOS AUTOMOTRIZ,ACEITES - ANTICONGELANTES,Transporte y Movilidad,Automotriz
2520020,BICICLETAS/BEBES/AUTOMOTRIZ,VARIOS AUTOMOTRIZ,CUBREVOLANTES,Transporte y Movilidad,Automotriz
2520060,BICICLETAS/BEBES/AUTOMOTRIZ,VARIOS AUTOMOTRIZ,COPPEL.COM ACCS AUTOMOTRIZ,Transporte y Movilidad,Automotriz
2521001,BICICLETAS/BEBES/AUTOMOTRIZ,COPPEL.COM,BEBES,"Juguetes, Bebés y Aparatos de Ejercicio",Bebes
2521004,BICICLETAS/BEBES/AUTOMOTRIZ,COPPEL.COM,ALBERCAS,"Juguetes, Bebés y Aparatos de Ejercicio",Outdoor
2525015,BICICLETAS/BEBES/AUTOMOTRIZ,COPPEL.COM TRANSP Y MOVILIDAD,BICICLETA ADULTO,Transporte y Movilidad,Bicicletas
2530005,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS AUT ELECTRICOS,COMPRESORES,Transporte y Movilidad,Automotriz
2530006,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS AUT ELECTRICOS,COMPRESOR - TANQUE,Transporte y Movilidad,Automotriz
2530010,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS AUT ELECTRICOS,INVERSORES,Transporte y Movilidad,Automotriz
2530015,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS AUT ELECTRICOS,"CARGADORES, ARRANCADORES",Transporte y Movilidad,Automotriz
2530020,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS AUT ELECTRICOS,LAMPARAS,Transporte y Movilidad,Automotriz
2530025,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS AUT ELECTRICOS,ASPIRADORAS,Transporte y Movilidad,Automotriz
2531005,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS AUT MANUALES,CRUCETAS,Transporte y Movilidad,Automotriz
2531010,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS AUT MANUALES,CABLES PASA CORRIENTE,Transporte y Movilidad,Automotriz
2531015,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS AUT MANUALES,GATOS,Transporte y Movilidad,Automotriz
2531020,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS AUT MANUALES,TRIANGULOS RFLEJANTES,Transporte y Movilidad,Automotriz
2531035,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS AUT MANUALES,SUJETADORES,Transporte y Movilidad,Automotriz
2531040,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS AUT MANUALES,BASTON,Transporte y Movilidad,Automotriz
2531055,BICICLETAS/BEBES/AUTOMOTRIZ,ACCESORIOS AUT MANUALES,BOLSA DE EQUIPAJE,Transporte y Movilidad,Automotriz
2532005,BICICLETAS/BEBES/AUTOMOTRIZ,HERRAMIENTAS ELECTRICAS,ATORNILLADOR INALAMBRICO,Transporte y Movilidad,Herramientas
2532010,BICICLETAS/BEBES/AUTOMOTRIZ,HERRAMIENTAS ELECTRICAS,TALADRO ALAMBRICO,Transporte y Movilidad,Herramientas
2532015,BICICLETAS/BEBES/AUTOMOTRIZ,HERRAMIENTAS ELECTRICAS,TALADRO INALAMBRICO,Transporte y Movilidad,Herramientas
2532020,BICICLETAS/BEBES/AUTOMOTRIZ,HERRAMIENTAS ELECTRICAS,CALADORA,Transporte y Movilidad,Herramientas
2532025,BICICLETAS/BEBES/AUTOMOTRIZ,HERRAMIENTAS ELECTRICAS,ESMERILADORA,Transporte y Movilidad,Herramientas
2532030,BICICLETAS/BEBES/AUTOMOTRIZ,HERRAMIENTAS ELECTRICAS,LIJADORA,Transporte y Movilidad,Herramientas
2532035,BICICLETAS/BEBES/AUTOMOTRIZ,HERRAMIENTAS ELECTRICAS,ROTOMARTILLO,Transporte y Movilidad,Herramientas
2532040,BICICLETAS/BEBES/AUTOMOTRIZ,HERRAMIENTAS ELECTRICAS,DESBROZADORA,Transporte y Movilidad,Herramientas
2532045,BICICLETAS/BEBES/AUTOMOTRIZ,HERRAMIENTAS ELECTRICAS,EXTENSIONES ELECTRICAS,Transporte y Movilidad,Herramientas
2532050,BICICLETAS/BEBES/AUTOMOTRIZ,HERRAMIENTAS ELECTRICAS,VARIOS HERRAMI ELECT.,Transporte y Movilidad,Herramientas
2532060,BICICLETAS/BEBES/AUTOMOTRIZ,HERRAMIENTAS ELECTRICAS,COPPEL.COM HERRA ELECTRICA,Transporte y Movilidad,Herramientas
2533005,BICICLETAS/BEBES/AUTOMOTRIZ,HERRAMIENTAS MANUALES,JUEGO DE DADOS,Transporte y Movilidad,Herramientas
